term_id,name,slug,count,description
1320,"ΤΣΙΜΕΝΤΟ - ΛΙΝΟ",%cf%84%cf%83%ce%b9%ce%bc%ce%b5%ce%bd%cf%84%ce%bf-%ce%bb%ce%b9%ce%bd%ce%bf,2,
1484,ΤΣΟΧΑ,%cf%84%cf%83%ce%bf%cf%87%ce%b1,11,
1486,"ΤΣΟΧΑ - ΠΛΑΣΤΙΚΟ",%cf%84%cf%83%ce%bf%cf%87%ce%b1-%cf%80%ce%bb%ce%b1%cf%83%cf%84%ce%b9%ce%ba%ce%bf,1,
1437,ΥΑΚΙΝΘΟΣ,%cf%85%ce%b1%ce%ba%ce%b9%ce%bd%ce%b8%ce%bf%cf%82,14,
1277,"ΥΑΚΙΝΘΟΣ - ΣΙΔΕΡΟ",%cf%85%ce%b1%ce%ba%ce%b9%ce%bd%ce%b8%ce%bf%cf%82-%cf%83%ce%b9%ce%b4%ce%b5%cf%81%ce%bf,5,
2443,Υδρουάκινθος,%cf%85%ce%b4%cf%81%ce%bf%cf%85%ce%ac%ce%ba%ce%b9%ce%bd%ce%b8%ce%bf%cf%82,1,
1445,ΦΙΛΝΤΙΣΙ,%cf%86%ce%b9%ce%bb%ce%bd%cf%84%ce%b9%cf%83%ce%b9,1,
1381,ΦΤΕΡΟ,%cf%86%cf%84%ce%b5%cf%81%ce%bf,7,
1476,"ΦΥΛΛΑ ΚΑΛΑΜΠΟΚΙΟΥ",%cf%86%cf%85%ce%bb%ce%bb%ce%b1-%ce%ba%ce%b1%ce%bb%ce%b1%ce%bc%cf%80%ce%bf%ce%ba%ce%b9%ce%bf%cf%85,3,
1159,"Φυσικές Ίνες",%cf%86%cf%85%cf%83%ce%b9%ce%ba%ce%ad%cf%82-%ce%af%ce%bd%ce%b5%cf%82,297,
1466,ΦΥΣΙΚΟ,%cf%86%cf%85%cf%83%ce%b9%ce%ba%ce%bf,1,
1161,Χαρτί,%cf%87%ce%b1%cf%81%cf%84%ce%af,16,
1513,Ψάθα,%cf%88%ce%ac%ce%b8%ce%b1,5,
1511,Ψηφίδα,%cf%88%ce%b7%cf%86%ce%af%ce%b4%ce%b1,2,
968,Inox,inox,0,
953,PVC,pvc,316,
977,Αλουμίνιο,%ce%b1%ce%bb%ce%bf%cf%85%ce%bc%ce%af%ce%bd%ce%b9%ce%bf,803,
957,Βελούδο,%ce%b2%ce%b5%ce%bb%ce%bf%cf%8d%ce%b4%ce%bf,125,
958,Γυαλί,%ce%b3%cf%85%ce%b1%ce%bb%ce%af,499,
951,Μέταλλο,%ce%bc%ce%ad%cf%84%ce%b1%ce%bb%ce%bb%ce%bf,1466,
966,Μπαμπού,%ce%bc%cf%80%ce%b1%ce%bc%cf%80%ce%bf%cf%8d,86,
939,Πολυεστέρας,%cf%80%ce%bf%ce%bb%cf%85%ce%b5%cf%83%cf%84%ce%ad%cf%81%ce%b1%cf%82,300,
952,Πολυπροπυλένιο,%cf%80%ce%bf%ce%bb%cf%85%cf%80%cf%81%ce%bf%cf%80%cf%85%ce%bb%ce%ad%ce%bd%ce%b9%ce%bf,354,
965,Ρατάν,%cf%81%ce%b1%cf%84%ce%ac%ce%bd,266,
940,Σφουγγάρι,%cf%83%cf%86%ce%bf%cf%85%ce%b3%ce%b3%ce%ac%cf%81%ce%b9,398,
938,Ύφασμα,%cf%8d%cf%86%ce%b1%cf%83%ce%bc%ce%b1,1018,
